reg,dep,codgeo,codbe,libbe
27,39,39458,2730,LONS LE SAUNIER
27,39,39461,2730,LONS LE SAUNIER
27,39,39466,2730,LONS LE SAUNIER
27,39,39467,2730,LONS LE SAUNIER
27,39,39468,2730,LONS LE SAUNIER
27,39,39471,2730,LONS LE SAUNIER
27,39,39472,2730,LONS LE SAUNIER
27,39,39473,2730,LONS LE SAUNIER
27,39,39474,2730,LONS LE SAUNIER
27,39,39475,2730,LONS LE SAUNIER
27,39,39417,2730,LONS LE SAUNIER
27,39,39130,2730,LONS LE SAUNIER
27,39,39131,2730,LONS LE SAUNIER
27,39,39126,2730,LONS LE SAUNIER
27,39,39271,2730,LONS LE SAUNIER
27,39,39442,2730,LONS LE SAUNIER
27,39,39063,2730,LONS LE SAUNIER
27,39,39258,2730,LONS LE SAUNIER
27,39,39192,2730,LONS LE SAUNIER
27,39,39487,2730,LONS LE SAUNIER
27,39,39494,2730,LONS LE SAUNIER
27,39,39493,2730,LONS LE SAUNIER
27,39,39505,2730,LONS LE SAUNIER
27,39,39115,2730,LONS LE SAUNIER
27,39,39379,2730,LONS LE SAUNIER
27,39,39380,2730,LONS LE SAUNIER
27,39,39381,2730,LONS LE SAUNIER
27,39,39382,2730,LONS LE SAUNIER
27,39,39388,2730,LONS LE SAUNIER
27,39,39389,2730,LONS LE SAUNIER
27,39,39390,2730,LONS LE SAUNIER
27,39,39391,2730,LONS LE SAUNIER
27,39,39393,2730,LONS LE SAUNIER
27,39,39394,2730,LONS LE SAUNIER
27,39,39395,2730,LONS LE SAUNIER
27,39,39397,2730,LONS LE SAUNIER
27,39,39404,2730,LONS LE SAUNIER
27,39,39406,2730,LONS LE SAUNIER
27,39,39407,2730,LONS LE SAUNIER
27,39,39408,2730,LONS LE SAUNIER
27,39,39411,2730,LONS LE SAUNIER
27,39,39422,2730,LONS LE SAUNIER
27,39,39423,2730,LONS LE SAUNIER
27,39,39424,2730,LONS LE SAUNIER
27,39,39427,2730,LONS LE SAUNIER
27,39,39244,2730,LONS LE SAUNIER
27,39,39247,2730,LONS LE SAUNIER
27,39,39250,2730,LONS LE SAUNIER
27,39,39251,2730,LONS LE SAUNIER
27,39,39253,2730,LONS LE SAUNIER
27,39,39254,2730,LONS LE SAUNIER
27,39,39255,2730,LONS LE SAUNIER
27,39,39260,2730,LONS LE SAUNIER
27,39,39261,2730,LONS LE SAUNIER
27,39,39264,2730,LONS LE SAUNIER
27,39,39265,2730,LONS LE SAUNIER
27,39,39272,2730,LONS LE SAUNIER
27,39,39273,2730,LONS LE SAUNIER
27,39,39277,2730,LONS LE SAUNIER
27,39,39278,2730,LONS LE SAUNIER
27,39,39279,2730,LONS LE SAUNIER
27,39,39281,2730,LONS LE SAUNIER
27,39,39290,2730,LONS LE SAUNIER
27,39,39292,2730,LONS LE SAUNIER
27,39,39295,2730,LONS LE SAUNIER
27,39,39296,2730,LONS LE SAUNIER
27,39,39298,2730,LONS LE SAUNIER
27,39,39300,2730,LONS LE SAUNIER
27,39,39301,2730,LONS LE SAUNIER
27,39,39303,2730,LONS LE SAUNIER
27,39,39304,2730,LONS LE SAUNIER
27,39,39306,2730,LONS LE SAUNIER
27,39,39309,2730,LONS LE SAUNIER
27,39,39310,2730,LONS LE SAUNIER
27,39,39312,2730,LONS LE SAUNIER
27,39,39313,2730,LONS LE SAUNIER
27,39,39314,2730,LONS LE SAUNIER
27,39,39317,2730,LONS LE SAUNIER
27,39,39320,2730,LONS LE SAUNIER
27,39,39321,2730,LONS LE SAUNIER
27,39,39322,2730,LONS LE SAUNIER
27,39,39324,2730,LONS LE SAUNIER
27,39,39326,2730,LONS LE SAUNIER
27,39,39327,2730,LONS LE SAUNIER
27,39,39329,2730,LONS LE SAUNIER
27,39,39331,2730,LONS LE SAUNIER
27,39,39332,2730,LONS LE SAUNIER
27,39,39334,2730,LONS LE SAUNIER
27,39,39340,2730,LONS LE SAUNIER
27,39,39342,2730,LONS LE SAUNIER
27,39,39343,2730,LONS LE SAUNIER
27,39,39344,2730,LONS LE SAUNIER
27,39,39346,2730,LONS LE SAUNIER
27,39,39347,2730,LONS LE SAUNIER
27,39,39348,2730,LONS LE SAUNIER
27,39,39349,2730,LONS LE SAUNIER
27,39,39353,2730,LONS LE SAUNIER
27,39,39356,2730,LONS LE SAUNIER
27,39,39362,2730,LONS LE SAUNIER
27,39,39363,2730,LONS LE SAUNIER
27,39,39364,2730,LONS LE SAUNIER
27,39,39366,2730,LONS LE SAUNIER
27,39,39372,2730,LONS LE SAUNIER
27,39,39375,2730,LONS LE SAUNIER
27,39,39376,2730,LONS LE SAUNIER
27,39,39378,2730,LONS LE SAUNIER
27,39,39135,2730,LONS LE SAUNIER
27,39,39137,2730,LONS LE SAUNIER
27,39,39140,2730,LONS LE SAUNIER
27,39,39142,2730,LONS LE SAUNIER
27,39,39143,2730,LONS LE SAUNIER
27,39,39145,2730,LONS LE SAUNIER
27,39,39146,2730,LONS LE SAUNIER
27,39,39148,2730,LONS LE SAUNIER
27,39,39153,2730,LONS LE SAUNIER
27,39,39154,2730,LONS LE SAUNIER
27,39,39156,2730,LONS LE SAUNIER
27,39,39158,2730,LONS LE SAUNIER
27,39,39160,2730,LONS LE SAUNIER
27,39,39161,2730,LONS LE SAUNIER
27,39,39162,2730,LONS LE SAUNIER
27,39,39163,2730,LONS LE SAUNIER
27,39,39164,2730,LONS LE SAUNIER
27,39,39419,2730,LONS LE SAUNIER
27,39,39420,2730,LONS LE SAUNIER
27,39,39421,2730,LONS LE SAUNIER
27,39,39168,2730,LONS LE SAUNIER
27,39,39169,2730,LONS LE SAUNIER
27,39,39170,2730,LONS LE SAUNIER
27,39,39171,2730,LONS LE SAUNIER
27,39,39173,2730,LONS LE SAUNIER
27,39,39177,2730,LONS LE SAUNIER
27,39,39178,2730,LONS LE SAUNIER
27,39,39180,2730,LONS LE SAUNIER
27,39,39183,2730,LONS LE SAUNIER
27,39,39185,2730,LONS LE SAUNIER
27,39,39187,2730,LONS LE SAUNIER
27,39,39191,2730,LONS LE SAUNIER
27,39,39194,2730,LONS LE SAUNIER
27,39,39195,2730,LONS LE SAUNIER
27,39,39196,2730,LONS LE SAUNIER
27,39,39197,2730,LONS LE SAUNIER
27,39,39199,2730,LONS LE SAUNIER
27,39,39200,2730,LONS LE SAUNIER
27,39,39201,2730,LONS LE SAUNIER
27,39,39203,2730,LONS LE SAUNIER
27,39,39204,2730,LONS LE SAUNIER
27,39,39207,2730,LONS LE SAUNIER
27,39,39208,2730,LONS LE SAUNIER
27,39,39209,2730,LONS LE SAUNIER
27,39,39210,2730,LONS LE SAUNIER
27,39,39213,2730,LONS LE SAUNIER
27,39,39214,2730,LONS LE SAUNIER
27,39,39215,2730,LONS LE SAUNIER
27,39,39217,2730,LONS LE SAUNIER
27,39,39221,2730,LONS LE SAUNIER
27,39,39224,2730,LONS LE SAUNIER
27,39,39225,2730,LONS LE SAUNIER
27,39,39226,2730,LONS LE SAUNIER
27,39,39227,2730,LONS LE SAUNIER
27,39,39228,2730,LONS LE SAUNIER
27,39,39229,2730,LONS LE SAUNIER
27,39,39230,2730,LONS LE SAUNIER
27,39,39234,2730,LONS LE SAUNIER
27,39,39236,2730,LONS LE SAUNIER
27,39,39237,2730,LONS LE SAUNIER
27,39,39239,2730,LONS LE SAUNIER
27,39,39240,2730,LONS LE SAUNIER
27,39,39241,2730,LONS LE SAUNIER
27,39,39243,2730,LONS LE SAUNIER
27,39,39165,2730,LONS LE SAUNIER
27,39,39166,2730,LONS LE SAUNIER
27,39,39167,2730,LONS LE SAUNIER
27,39,39007,2730,LONS LE SAUNIER
27,39,39009,2730,LONS LE SAUNIER
27,39,39010,2730,LONS LE SAUNIER
27,39,39015,2730,LONS LE SAUNIER
27,39,39016,2730,LONS LE SAUNIER
27,39,39017,2730,LONS LE SAUNIER
27,39,39018,2730,LONS LE SAUNIER
27,39,39020,2730,LONS LE SAUNIER
27,39,39021,2730,LONS LE SAUNIER
27,39,39023,2730,LONS LE SAUNIER
27,39,39025,2730,LONS LE SAUNIER
27,39,39027,2730,LONS LE SAUNIER
27,39,39035,2730,LONS LE SAUNIER
27,39,39036,2730,LONS LE SAUNIER
27,39,39282,2730,LONS LE SAUNIER
27,39,39287,2730,LONS LE SAUNIER
27,39,39288,2730,LONS LE SAUNIER
27,39,39038,2730,LONS LE SAUNIER
27,39,39041,2730,LONS LE SAUNIER
27,39,39043,2730,LONS LE SAUNIER
27,39,39045,2730,LONS LE SAUNIER
27,39,39052,2730,LONS LE SAUNIER
27,39,39053,2730,LONS LE SAUNIER
27,39,39055,2730,LONS LE SAUNIER
27,39,39056,2730,LONS LE SAUNIER
27,39,39057,2730,LONS LE SAUNIER
27,39,39058,2730,LONS LE SAUNIER
27,39,39060,2730,LONS LE SAUNIER
27,39,39061,2730,LONS LE SAUNIER
27,39,39062,2730,LONS LE SAUNIER
27,39,39064,2730,LONS LE SAUNIER
27,39,39066,2730,LONS LE SAUNIER
27,39,39069,2730,LONS LE SAUNIER
27,39,39070,2730,LONS LE SAUNIER
27,39,39075,2730,LONS LE SAUNIER
27,39,39079,2730,LONS LE SAUNIER
27,39,39080,2730,LONS LE SAUNIER
27,39,39083,2730,LONS LE SAUNIER
27,39,39085,2730,LONS LE SAUNIER
27,39,39086,2730,LONS LE SAUNIER
27,39,39088,2730,LONS LE SAUNIER
27,39,39089,2730,LONS LE SAUNIER
27,39,39091,2730,LONS LE SAUNIER
27,39,39092,2730,LONS LE SAUNIER
27,39,39097,2730,LONS LE SAUNIER
27,39,39104,2730,LONS LE SAUNIER
27,39,39105,2730,LONS LE SAUNIER
27,39,39107,2730,LONS LE SAUNIER
27,39,39108,2730,LONS LE SAUNIER
27,39,39109,2730,LONS LE SAUNIER
27,39,39110,2730,LONS LE SAUNIER
27,39,39111,2730,LONS LE SAUNIER
27,39,39112,2730,LONS LE SAUNIER
27,39,39114,2730,LONS LE SAUNIER
27,39,39120,2730,LONS LE SAUNIER
27,39,39122,2730,LONS LE SAUNIER
27,39,39123,2730,LONS LE SAUNIER
27,39,39124,2730,LONS LE SAUNIER
27,39,39129,2730,LONS LE SAUNIER
27,39,39132,2730,LONS LE SAUNIER
27,39,39134,2730,LONS LE SAUNIER
27,39,39059,2731,SAINT CLAUDE
27,39,39463,2731,SAINT CLAUDE
27,39,39524,2731,SAINT CLAUDE
27,39,39032,2731,SAINT CLAUDE
27,39,39046,2731,SAINT CLAUDE
27,39,39047,2731,SAINT CLAUDE
27,39,39470,2731,SAINT CLAUDE
27,39,39478,2731,SAINT CLAUDE
27,39,39491,2731,SAINT CLAUDE
27,39,39510,2731,SAINT CLAUDE
27,39,39547,2731,SAINT CLAUDE
27,39,39560,2731,SAINT CLAUDE
27,39,39561,2731,SAINT CLAUDE
27,39,39562,2730,LONS LE SAUNIER
27,39,39579,2731,SAINT CLAUDE
27,39,39585,2731,SAINT CLAUDE
27,39,39102,2731,SAINT CLAUDE
27,39,39106,2731,SAINT CLAUDE
27,39,39113,2731,SAINT CLAUDE
27,39,39118,2731,SAINT CLAUDE
27,39,39151,2731,SAINT CLAUDE
27,39,39157,2731,SAINT CLAUDE
27,39,39174,2731,SAINT CLAUDE
27,39,39175,2731,SAINT CLAUDE
27,39,39179,2731,SAINT CLAUDE
27,39,39184,2731,SAINT CLAUDE
27,39,39186,2731,SAINT CLAUDE
27,39,39216,2731,SAINT CLAUDE
27,39,39269,2731,SAINT CLAUDE
27,39,39274,2731,SAINT CLAUDE
27,39,39275,2731,SAINT CLAUDE
27,39,39280,2731,SAINT CLAUDE
27,39,39283,2731,SAINT CLAUDE
27,39,39286,2731,SAINT CLAUDE
27,39,39289,2731,SAINT CLAUDE
27,39,39293,2731,SAINT CLAUDE
27,39,39294,2731,SAINT CLAUDE
27,39,39297,2731,SAINT CLAUDE
27,39,39307,2731,SAINT CLAUDE
27,39,39318,2731,SAINT CLAUDE
27,39,39328,2731,SAINT CLAUDE
27,39,39333,2731,SAINT CLAUDE
27,39,39339,2731,SAINT CLAUDE
27,39,39341,2731,SAINT CLAUDE
27,39,39351,2731,SAINT CLAUDE
27,39,39367,2731,SAINT CLAUDE
27,39,39368,2731,SAINT CLAUDE
27,39,39371,2731,SAINT CLAUDE
27,39,39373,2731,SAINT CLAUDE
27,39,39413,2731,SAINT CLAUDE
27,39,39438,2731,SAINT CLAUDE
27,39,39440,2731,SAINT CLAUDE
27,39,39441,2731,SAINT CLAUDE
27,39,39453,2731,SAINT CLAUDE
27,39,39460,2731,SAINT CLAUDE
27,39,39068,2731,SAINT CLAUDE
27,39,39002,2729,DOLE
27,39,39003,2729,DOLE
27,39,39004,2729,DOLE
27,39,39006,2729,DOLE
27,39,39008,2729,DOLE
27,39,39011,2729,DOLE
27,39,39415,2729,DOLE
27,39,39418,2729,DOLE
27,39,39425,2729,DOLE
27,39,39022,2729,DOLE
27,39,39024,2729,DOLE
27,39,39026,2729,DOLE
27,39,39028,2729,DOLE
27,39,39029,2729,DOLE
27,39,39030,2729,DOLE
27,39,39031,2729,DOLE
27,39,39034,2729,DOLE
27,39,39037,2729,DOLE
27,39,39039,2729,DOLE
27,39,39040,2729,DOLE
27,39,39042,2729,DOLE
27,39,39048,2729,DOLE
27,39,39049,2729,DOLE
27,39,39050,2729,DOLE
27,39,39051,2729,DOLE
27,39,39054,2729,DOLE
27,39,39065,2729,DOLE
27,39,39072,2729,DOLE
27,39,39073,2729,DOLE
27,39,39074,2729,DOLE
27,39,39076,2729,DOLE
27,39,39077,2729,DOLE
27,39,39078,2729,DOLE
27,39,39081,2729,DOLE
27,39,39084,2729,DOLE
27,39,39090,2729,DOLE
27,39,39093,2729,DOLE
27,39,39094,2729,DOLE
27,39,39095,2729,DOLE
27,39,39096,2729,DOLE
27,39,39099,2729,DOLE
27,39,39100,2729,DOLE
27,39,39101,2729,DOLE
27,39,39103,2729,DOLE
27,39,39116,2729,DOLE
27,39,39117,2729,DOLE
27,39,39119,2729,DOLE
27,39,39121,2729,DOLE
27,39,39127,2729,DOLE
27,39,39128,2729,DOLE
27,39,39133,2729,DOLE
27,39,39136,2729,DOLE
27,39,39138,2729,DOLE
27,39,39206,2729,DOLE
27,39,39211,2729,DOLE
27,39,39218,2729,DOLE
27,39,39013,2729,DOLE
27,39,39014,2729,DOLE
27,39,39019,2729,DOLE
27,39,39141,2729,DOLE
27,39,39147,2729,DOLE
27,39,39149,2729,DOLE
27,39,39150,2729,DOLE
27,39,39155,2729,DOLE
27,39,39159,2729,DOLE
27,39,39172,2729,DOLE
27,39,39176,2729,DOLE
27,39,39182,2729,DOLE
27,39,39188,2729,DOLE
27,39,39189,2729,DOLE
27,39,39190,2729,DOLE
27,39,39193,2729,DOLE
27,39,39198,2729,DOLE
27,39,39202,2729,DOLE
27,39,39205,2729,DOLE
27,39,39219,2729,DOLE
27,39,39220,2729,DOLE
27,39,39222,2729,DOLE
27,39,39223,2729,DOLE
27,39,39233,2729,DOLE
27,39,39235,2729,DOLE
27,39,39238,2729,DOLE
27,39,39245,2729,DOLE
27,39,39246,2729,DOLE
27,39,39248,2729,DOLE
27,39,39249,2729,DOLE
27,39,39252,2729,DOLE
27,39,39259,2729,DOLE
27,39,39262,2729,DOLE
27,39,39263,2729,DOLE
27,39,39266,2729,DOLE
27,39,39267,2729,DOLE
27,39,39268,2729,DOLE
27,39,39270,2729,DOLE
27,39,39284,2729,DOLE
27,39,39285,2729,DOLE
27,39,39291,2729,DOLE
27,39,39299,2729,DOLE
27,39,39302,2729,DOLE
27,39,39305,2729,DOLE
27,39,39308,2729,DOLE
27,39,39315,2729,DOLE
27,39,39319,2729,DOLE
27,39,39323,2729,DOLE
27,39,39325,2729,DOLE
27,39,39330,2729,DOLE
27,39,39335,2729,DOLE
27,39,39336,2729,DOLE
27,39,39337,2729,DOLE
27,39,39338,2729,DOLE
27,39,39345,2729,DOLE
27,39,39350,2729,DOLE
27,39,39352,2729,DOLE
27,39,39354,2729,DOLE
27,39,39355,2729,DOLE
27,39,39359,2729,DOLE
27,39,39360,2729,DOLE
27,39,39361,2729,DOLE
27,39,39365,2729,DOLE
27,39,39370,2729,DOLE
27,39,39377,2729,DOLE
27,39,39385,2729,DOLE
27,39,39001,2729,DOLE
27,39,39387,2729,DOLE
27,39,39392,2729,DOLE
27,39,39396,2729,DOLE
27,39,39398,2729,DOLE
27,39,39399,2729,DOLE
27,39,39400,2729,DOLE
27,39,39401,2729,DOLE
27,39,39402,2729,DOLE
27,39,39403,2729,DOLE
27,39,39405,2729,DOLE
27,39,39409,2729,DOLE
27,39,39412,2729,DOLE
27,39,39414,2729,DOLE
27,39,39426,2729,DOLE
27,39,39429,2729,DOLE
27,39,39430,2729,DOLE
27,39,39432,2729,DOLE
27,39,39434,2729,DOLE
27,39,39436,2729,DOLE
27,39,39439,2729,DOLE
27,39,39444,2729,DOLE
27,39,39446,2729,DOLE
27,39,39448,2729,DOLE
27,39,39449,2729,DOLE
27,39,39451,2729,DOLE
27,39,39452,2729,DOLE
27,39,39462,2729,DOLE
27,39,39464,2729,DOLE
27,39,39465,2729,DOLE
27,39,39469,2729,DOLE
27,39,39476,2729,DOLE
27,39,39477,2729,DOLE
27,39,39479,2729,DOLE
27,39,39490,2729,DOLE
27,39,39495,2729,DOLE
27,39,39497,2729,DOLE
27,39,39498,2729,DOLE
27,39,39499,2729,DOLE
27,39,39500,2729,DOLE
27,39,39501,2729,DOLE
27,39,39502,2729,DOLE
27,39,39507,2729,DOLE
27,39,39513,2729,DOLE
27,39,39514,2729,DOLE
27,39,39520,2729,DOLE
27,39,39525,2729,DOLE
27,39,39526,2729,DOLE
27,39,39527,2729,DOLE
27,39,39528,2729,DOLE
27,39,39529,2729,DOLE
27,39,39535,2729,DOLE
27,39,39539,2729,DOLE
27,39,39546,2729,DOLE
27,39,39548,2729,DOLE
27,39,39559,2729,DOLE
27,39,39565,2729,DOLE
27,39,39569,2729,DOLE
27,39,39570,2729,DOLE
27,39,39571,2729,DOLE
27,39,39572,2729,DOLE
27,39,39573,2729,DOLE
27,39,39581,2729,DOLE
27,39,39584,2729,DOLE
27,39,39139,2729,DOLE
27,39,39044,2729,DOLE
27,39,39231,2729,DOLE
27,39,39358,2729,DOLE
27,39,39316,2729,DOLE
27,39,39580,2729,DOLE
27,39,39067,2729,DOLE
27,39,39005,2729,DOLE
27,39,39586,2729,DOLE
27,39,39374,2729,DOLE
27,39,39256,2729,DOLE
27,39,39383,2729,DOLE
27,39,39386,2729,DOLE
27,25,25532,2726,BESANCON
27,25,25030,2726,BESANCON
27,25,25542,2726,BESANCON
27,25,25593,2726,BESANCON
27,25,25611,2726,BESANCON
27,25,25622,2726,BESANCON
27,25,25034,2726,BESANCON
27,25,25035,2726,BESANCON
27,25,25055,2726,BESANCON
27,25,25056,2726,BESANCON
27,25,25058,2726,BESANCON
27,25,25101,2726,BESANCON
27,25,25115,2726,BESANCON
27,25,25119,2726,BESANCON
27,25,25136,2726,BESANCON
27,25,25147,2726,BESANCON
27,25,25150,2726,BESANCON
27,25,25152,2726,BESANCON
27,25,25162,2726,BESANCON
27,25,25164,2726,BESANCON
27,25,25172,2726,BESANCON
27,25,25195,2726,BESANCON
27,25,25212,2726,BESANCON
27,25,25217,2726,BESANCON
27,25,25225,2726,BESANCON
27,25,25235,2726,BESANCON
27,25,25245,2726,BESANCON
27,25,25257,2726,BESANCON
27,25,25258,2726,BESANCON
27,25,25267,2726,BESANCON
27,25,25297,2726,BESANCON
27,25,25317,2726,BESANCON
27,25,25326,2726,BESANCON
27,25,25332,2726,BESANCON
27,25,25364,2726,BESANCON
27,25,25371,2726,BESANCON
27,25,25374,2726,BESANCON
27,25,25381,2726,BESANCON
27,25,25383,2726,BESANCON
27,25,25395,2726,BESANCON
27,25,25410,2726,BESANCON
27,25,25414,2726,BESANCON
27,25,25427,2726,BESANCON
27,25,25448,2726,BESANCON
27,25,25454,2726,BESANCON
27,25,25455,2726,BESANCON
27,25,25466,2726,BESANCON
27,25,25467,2726,BESANCON
27,25,25482,2726,BESANCON
27,25,25510,2726,BESANCON
27,25,25027,2726,BESANCON
27,25,25536,2726,BESANCON
27,25,25005,2734,MONTBELIARD
27,25,25019,2734,MONTBELIARD
27,25,25022,2734,MONTBELIARD
27,25,25054,2734,MONTBELIARD
27,25,25066,2734,MONTBELIARD
27,25,25067,2734,MONTBELIARD
27,25,25082,2734,MONTBELIARD
27,25,25083,2734,MONTBELIARD
27,25,25159,2734,MONTBELIARD
27,25,25187,2734,MONTBELIARD
27,25,25191,2734,MONTBELIARD
27,25,25214,2734,MONTBELIARD
27,25,25224,2734,MONTBELIARD
27,25,25226,2734,MONTBELIARD
27,25,25232,2734,MONTBELIARD
27,25,25239,2734,MONTBELIARD
27,25,25264,2734,MONTBELIARD
27,25,25266,2734,MONTBELIARD
27,25,25281,2734,MONTBELIARD
27,25,25311,2734,MONTBELIARD
27,25,25315,2734,MONTBELIARD
27,25,25327,2734,MONTBELIARD
27,25,25345,2734,MONTBELIARD
27,25,25365,2734,MONTBELIARD
27,25,25369,2734,MONTBELIARD
27,25,25370,2734,MONTBELIARD
27,25,25372,2734,MONTBELIARD
27,25,25394,2734,MONTBELIARD
27,25,25422,2734,MONTBELIARD
27,25,25426,2734,MONTBELIARD
27,25,25431,2734,MONTBELIARD
27,25,25449,2734,MONTBELIARD
27,25,25463,2734,MONTBELIARD
27,25,25470,2734,MONTBELIARD
27,25,25479,2734,MONTBELIARD
27,25,25485,2734,MONTBELIARD
27,25,25503,2734,MONTBELIARD
27,25,25524,2734,MONTBELIARD
27,25,25552,2734,MONTBELIARD
27,25,25553,2734,MONTBELIARD
27,25,25583,2734,MONTBELIARD
27,25,25607,2734,MONTBELIARD
27,25,25617,2734,MONTBELIARD
27,25,25618,2734,MONTBELIARD
27,25,25548,2734,MONTBELIARD
27,25,25284,2734,MONTBELIARD
27,25,25540,2734,MONTBELIARD
27,25,25158,2734,MONTBELIARD
27,25,25207,2734,MONTBELIARD
27,25,25059,2734,MONTBELIARD
27,25,25603,2734,MONTBELIARD
27,25,25608,2734,MONTBELIARD
27,25,25428,2734,MONTBELIARD
27,25,25526,2734,MONTBELIARD
27,25,25469,2734,MONTBELIARD
27,25,25521,2734,MONTBELIARD
27,25,25523,2734,MONTBELIARD
27,25,25363,2734,MONTBELIARD
27,25,25322,2734,MONTBELIARD
27,25,25614,2734,MONTBELIARD
27,25,25210,2734,MONTBELIARD
27,25,25043,2734,MONTBELIARD
27,25,25350,2734,MONTBELIARD
27,25,25008,2734,MONTBELIARD
27,25,25093,2734,MONTBELIARD
27,25,25316,2734,MONTBELIARD
27,25,25048,2734,MONTBELIARD
27,25,25388,2734,MONTBELIARD
27,25,25013,2734,MONTBELIARD
27,25,25198,2734,MONTBELIARD
27,25,25481,2734,MONTBELIARD
27,25,25547,2734,MONTBELIARD
27,90,90072,2733,BELFORT
27,90,90028,2733,BELFORT
27,90,90083,2733,BELFORT
27,90,90090,2733,BELFORT
27,90,90095,2733,BELFORT
27,90,90096,2733,BELFORT
27,90,90101,2733,BELFORT
27,90,90105,2733,BELFORT
27,90,90093,2733,BELFORT
27,90,90057,2733,BELFORT
27,90,90058,2733,BELFORT
27,90,90003,2733,BELFORT
27,90,90006,2733,BELFORT
27,90,90005,2733,BELFORT
27,90,90099,2733,BELFORT
27,90,90052,2733,BELFORT
27,90,90102,2733,BELFORT
27,90,90103,2733,BELFORT
27,90,90065,2733,BELFORT
27,90,90066,2733,BELFORT
27,90,90061,2733,BELFORT
27,90,90037,2733,BELFORT
27,90,90075,2733,BELFORT
27,90,90039,2733,BELFORT
27,90,90023,2733,BELFORT
27,90,90079,2733,BELFORT
27,90,90078,2733,BELFORT
27,90,90029,2733,BELFORT
27,90,90086,2733,BELFORT
27,90,90085,2733,BELFORT
27,90,90016,2733,BELFORT
27,90,90044,2733,BELFORT
27,90,90041,2733,BELFORT
27,90,90042,2733,BELFORT
27,90,90089,2733,BELFORT
27,90,90088,2733,BELFORT
27,90,90087,2733,BELFORT
27,90,90054,2733,BELFORT
27,90,90091,2733,BELFORT
27,90,90030,2733,BELFORT
27,90,90033,2733,BELFORT
27,90,90043,2733,BELFORT
27,90,90045,2733,BELFORT
27,90,90046,2733,BELFORT
27,90,90051,2733,BELFORT
27,90,90053,2733,BELFORT
27,90,90055,2733,BELFORT
27,90,90056,2733,BELFORT
27,90,90063,2733,BELFORT
27,90,90064,2733,BELFORT
27,90,90069,2733,BELFORT
27,90,90070,2733,BELFORT
27,90,90009,2733,BELFORT
27,90,90010,2733,BELFORT
27,90,90014,2733,BELFORT
27,90,90017,2733,BELFORT
27,90,90018,2733,BELFORT
27,90,90019,2733,BELFORT
27,90,90024,2733,BELFORT
27,90,90025,2733,BELFORT
27,90,90027,2733,BELFORT
27,90,90081,2733,BELFORT
27,25,25576,2726,BESANCON
27,25,25189,2726,BESANCON
27,25,25197,2726,BESANCON
27,25,25200,2726,BESANCON
27,25,25215,2726,BESANCON
27,25,25221,2726,BESANCON
27,25,25242,2726,BESANCON
27,25,25246,2726,BESANCON
27,25,25247,2726,BESANCON
27,25,25249,2726,BESANCON
27,25,25251,2726,BESANCON
27,25,25265,2726,BESANCON
27,25,25269,2726,BESANCON
27,25,25273,2726,BESANCON
27,25,25276,2726,BESANCON
27,25,25277,2726,BESANCON
27,25,25278,2726,BESANCON
27,25,25279,2726,BESANCON
27,25,25298,2726,BESANCON
27,25,25474,2726,BESANCON
27,25,25476,2726,BESANCON
27,25,25478,2726,BESANCON
27,25,25490,2726,BESANCON
27,25,25491,2726,BESANCON
27,25,25492,2726,BESANCON
27,25,25495,2726,BESANCON
27,25,25496,2726,BESANCON
27,25,25498,2726,BESANCON
27,25,25499,2726,BESANCON
27,25,25505,2726,BESANCON
27,25,25506,2726,BESANCON
27,25,25508,2726,BESANCON
27,25,25516,2726,BESANCON
27,25,25518,2726,BESANCON
27,25,25520,2726,BESANCON
27,25,25529,2726,BESANCON
27,25,25530,2726,BESANCON
27,25,25531,2726,BESANCON
27,25,25538,2726,BESANCON
27,25,25544,2726,BESANCON
27,25,25546,2726,BESANCON
27,25,25554,2726,BESANCON
27,25,25556,2726,BESANCON
27,25,25557,2726,BESANCON
27,25,25560,2726,BESANCON
27,25,25563,2726,BESANCON
27,25,25566,2726,BESANCON
27,25,25567,2726,BESANCON
27,25,25570,2726,BESANCON
27,25,25572,2726,BESANCON
27,25,25574,2726,BESANCON
27,25,25575,2726,BESANCON
27,25,25439,2726,BESANCON
27,25,25444,2726,BESANCON
27,25,25446,2726,BESANCON
27,25,25461,2726,BESANCON
27,25,25465,2726,BESANCON
27,25,25468,2726,BESANCON
27,25,25472,2726,BESANCON
27,25,25003,2726,BESANCON
27,25,25006,2726,BESANCON
27,25,25009,2726,BESANCON
27,25,25014,2726,BESANCON
27,25,25018,2726,BESANCON
27,25,25032,2726,BESANCON
27,25,25038,2726,BESANCON
27,25,25045,2726,BESANCON
27,25,25047,2726,BESANCON
27,25,25053,2726,BESANCON
27,25,25065,2726,BESANCON
27,25,25072,2726,BESANCON
27,25,25073,2726,BESANCON
27,25,25078,2726,BESANCON
27,25,25086,2726,BESANCON
27,25,25087,2726,BESANCON
27,25,25088,2726,BESANCON
27,25,25092,2726,BESANCON
27,25,25094,2726,BESANCON
27,25,25107,2726,BESANCON
27,25,25111,2726,BESANCON
27,25,25112,2726,BESANCON
27,25,25116,2726,BESANCON
27,25,25117,2726,BESANCON
27,25,25132,2726,BESANCON
27,25,25579,2726,BESANCON
27,25,25582,2726,BESANCON
27,25,25587,2726,BESANCON
27,25,25590,2726,BESANCON
27,25,25595,2726,BESANCON
27,25,25597,2726,BESANCON
27,25,25598,2726,BESANCON
27,25,25599,2726,BESANCON
