CODGEO,LIBGEO,BV2022,LIBBV2022,TYPE_COMMUNE_BV2022,DEP,REG
08323,La Neuville-lès-Wasigny,08362,Rethel,00,08,44
08324,Neuvizy,08362,Rethel,00,08,44
08325,Noirval,08490,Vouziers,00,08,44
08326,Nouart,55502,Stenay,00,08,44
08327,Nouvion-sur-Meuse,08105,Charleville-Mézières,00,08,44
08328,Nouzonville,08328,Nouzonville,20,08,44
08329,Novion-Porcien,08362,Rethel,00,08,44
08330,Novy-Chevrières,08362,Rethel,00,08,44
08331,Noyers-Pont-Maugis,08409,Sedan,00,08,44
08332,Oches,08409,Sedan,00,08,44
08333,Olizy-Primat,08490,Vouziers,00,08,44
08334,Omicourt,08409,Sedan,00,08,44
08335,Omont,08105,Charleville-Mézières,00,08,44
08336,Osnes,08090,Carignan,00,08,44
08338,Pauvres,08362,Rethel,00,08,44
08339,Perthes,08362,Rethel,00,08,44
08340,Poilcourt-Sydney,51454,Reims,00,08,44
08341,Poix-Terron,08105,Charleville-Mézières,00,08,44
08342,Pouru-aux-Bois,08409,Sedan,00,08,44
08343,Pouru-Saint-Remy,08409,Sedan,00,08,44
08344,Prez,08105,Charleville-Mézières,00,08,44
08346,Prix-lès-Mézières,08105,Charleville-Mézières,00,08,44
08347,Puilly-et-Charbeaux,08090,Carignan,00,08,44
08348,Puiseux,08362,Rethel,00,08,44
08349,Pure,08090,Carignan,00,08,44
08350,Quatre-Champs,08490,Vouziers,00,08,44
08351,Quilly,08490,Vouziers,00,08,44
08352,Raillicourt,08105,Charleville-Mézières,00,08,44
08353,Rancennes,08190,Givet,00,08,44
08354,Raucourt-et-Flaba,08409,Sedan,00,08,44
08355,Regniowez,08363,Revin,00,08,44
08356,Remaucourt,08362,Rethel,00,08,44
08357,Remilly-Aillicourt,08409,Sedan,00,08,44
08358,Remilly-les-Pothées,08105,Charleville-Mézières,00,08,44
08360,Renneville,02381,Hirson,00,08,44
08361,Renwez,08105,Charleville-Mézières,00,08,44
08362,Rethel,08362,Rethel,20,08,44
08363,Revin,08363,Revin,20,08,44
08364,Rilly-sur-Aisne,08490,Vouziers,00,08,44
08365,Rimogne,08105,Charleville-Mézières,00,08,44
08366,Rocquigny,08362,Rethel,00,08,44
08367,Rocroi,08363,Revin,00,08,44
08368,Roizy,08362,Rethel,00,08,44
08369,La Romagne,08362,Rethel,00,08,44
08370,Rouvroy-sur-Audry,08105,Charleville-Mézières,00,08,44
08372,Rubigny,08362,Rethel,00,08,44
08373,Rumigny,02381,Hirson,00,08,44
08374,La Sabotterie,08490,Vouziers,00,08,44
08375,Sachy,08090,Carignan,00,08,44
08376,Sailly,08090,Carignan,00,08,44
08377,Saint-Aignan,08409,Sedan,00,08,44
08378,Saint-Clément-à-Arnes,51454,Reims,00,08,44
08379,Saint-Étienne-à-Arnes,08490,Vouziers,00,08,44
08380,Saint-Fergeux,08362,Rethel,00,08,44
08381,Saint-Germainmont,08362,Rethel,00,08,44
08382,Saint-Jean-aux-Bois,08105,Charleville-Mézières,00,08,44
08383,Saint-Juvin,08490,Vouziers,00,08,44
08384,Saint-Lambert-et-Mont-de-Jeux,08490,Vouziers,00,08,44
08385,Saint-Laurent,08105,Charleville-Mézières,00,08,44
08386,Saint-Loup-en-Champagne,08362,Rethel,00,08,44
08387,Saint-Loup-Terrier,08105,Charleville-Mézières,00,08,44
08388,Saint-Marceau,08105,Charleville-Mézières,00,08,44
08389,Saint-Marcel,08105,Charleville-Mézières,00,08,44
08390,Sainte-Marie,08490,Vouziers,00,08,44
08391,Saint-Menges,08409,Sedan,00,08,44
08392,Saint-Morel,08490,Vouziers,00,08,44
08393,Saint-Pierre-à-Arnes,51454,Reims,00,08,44
08394,Saint-Pierremont,55502,Stenay,00,08,44
08395,Saint-Pierre-sur-Vence,08105,Charleville-Mézières,00,08,44
08396,Saint-Quentin-le-Petit,02502,Montcornet,00,08,44
08397,Saint-Remy-le-Petit,08362,Rethel,00,08,44
08398,Sainte-Vaubourg,08490,Vouziers,00,08,44
08399,Sapogne-sur-Marche,08090,Carignan,00,08,44
08400,Sapogne-et-Feuchères,08105,Charleville-Mézières,00,08,44
08401,Saulces-Champenoises,08362,Rethel,00,08,44
08402,Saulces-Monclin,08362,Rethel,00,08,44
08403,Sault-lès-Rethel,08362,Rethel,00,08,44
08404,Sault-Saint-Remy,08362,Rethel,00,08,44
08405,Sauville,08490,Vouziers,00,08,44
08406,Savigny-sur-Aisne,08490,Vouziers,00,08,44
08407,Séchault,08490,Vouziers,00,08,44
08408,Sécheval,08105,Charleville-Mézières,00,08,44
08409,Sedan,08409,Sedan,20,08,44
08410,Semide,08490,Vouziers,00,08,44
08411,Semuy,08490,Vouziers,00,08,44
08412,Senuc,08490,Vouziers,00,08,44
08413,Seraincourt,08362,Rethel,00,08,44
08415,Sery,08362,Rethel,00,08,44
08416,Seuil,08362,Rethel,00,08,44
08417,Sévigny-la-Forêt,08363,Revin,00,08,44
08418,Sévigny-Waleppe,02502,Montcornet,00,08,44
08419,Signy-l'Abbaye,08105,Charleville-Mézières,00,08,44
08420,Signy-le-Petit,02381,Hirson,00,08,44
08421,Signy-Montlibert,08090,Carignan,00,08,44
08422,Singly,08105,Charleville-Mézières,00,08,44
08424,Sommauthe,08409,Sedan,00,08,44
08425,Sommerance,08490,Vouziers,00,08,44
08426,Son,08362,Rethel,00,08,44
08427,Sorbon,08362,Rethel,00,08,44
08428,Sorcy-Bauthémont,08362,Rethel,00,08,44
08429,Sormonne,08105,Charleville-Mézières,00,08,44
08430,Stonne,08409,Sedan,00,08,44
08431,Sugny,08490,Vouziers,00,08,44
08432,Sury,08105,Charleville-Mézières,00,08,44
08433,Suzanne,08490,Vouziers,00,08,44
08434,Sy,08490,Vouziers,00,08,44
08435,Tagnon,08362,Rethel,00,08,44
08436,Taillette,08363,Revin,00,08,44
08437,Tailly,55502,Stenay,00,08,44
08438,Taizy,08362,Rethel,00,08,44
08439,Tannay-le-Mont-Dieu,08490,Vouziers,00,08,44
08440,Tarzy,02381,Hirson,00,08,44
08444,Tétaigne,08090,Carignan,00,08,44
08445,Thelonne,08409,Sedan,00,08,44
08446,Thénorgues,55502,Stenay,00,08,44
08448,Thilay,08302,Monthermé,00,08,44
08449,Thin-le-Moutier,08105,Charleville-Mézières,00,08,44
08450,This,08105,Charleville-Mézières,00,08,44
08451,Le Thour,08362,Rethel,00,08,44
08452,Thugny-Trugny,08362,Rethel,00,08,44
08453,Toges,08490,Vouziers,00,08,44
08454,Touligny,08105,Charleville-Mézières,00,08,44
08455,Tourcelles-Chaumont,08490,Vouziers,00,08,44
08456,Tournavaux,08302,Monthermé,00,08,44
08457,Tournes,08105,Charleville-Mézières,00,08,44
08458,Tourteron,08490,Vouziers,00,08,44
08459,Tremblois-lès-Carignan,08090,Carignan,00,08,44
08460,Tremblois-lès-Rocroi,08105,Charleville-Mézières,00,08,44
08461,Vandy,08490,Vouziers,00,08,44
08462,Vaux-Champagne,08490,Vouziers,00,08,44
08463,Vaux-en-Dieulet,55502,Stenay,00,08,44
08464,Vaux-lès-Mouron,08490,Vouziers,00,08,44
08465,Vaux-lès-Rubigny,02381,Hirson,00,08,44
08466,Vaux-lès-Mouzon,08090,Carignan,00,08,44
08467,Vaux-Montreuil,08362,Rethel,00,08,44
08468,Vaux-Villaine,08105,Charleville-Mézières,00,08,44
08469,Vendresse,08105,Charleville-Mézières,00,08,44
08470,Verpel,55502,Stenay,00,08,44
08471,Verrières,08490,Vouziers,00,08,44
08472,Viel-Saint-Remy,08362,Rethel,00,08,44
08473,Vieux-lès-Asfeld,08362,Rethel,00,08,44
08476,Villers-devant-le-Thour,08362,Rethel,00,08,44
08477,Villers-devant-Mouzon,08409,Sedan,00,08,44
08478,Villers-le-Tilleul,08105,Charleville-Mézières,00,08,44
08479,Villers-le-Tourneur,08105,Charleville-Mézières,00,08,44
08480,Villers-Semeuse,08105,Charleville-Mézières,20,08,44
08481,Villers-sur-Bar,08409,Sedan,00,08,44
08482,Villers-sur-le-Mont,08105,Charleville-Mézières,00,08,44
08483,Ville-sur-Lumes,08105,Charleville-Mézières,00,08,44
08484,Ville-sur-Retourne,08362,Rethel,00,08,44
08485,Villy,08090,Carignan,00,08,44
08486,Vireux-Molhain,08190,Givet,00,08,44
08487,Vireux-Wallerand,08190,Givet,00,08,44
08488,Vivier-au-Court,08409,Sedan,00,08,44
08489,Voncq,08490,Vouziers,00,08,44
08490,Vouziers,08490,Vouziers,20,08,44
08491,Vrigne aux Bois,08409,Sedan,00,08,44
08492,Vrigne-Meuse,08409,Sedan,00,08,44
08494,Wadelincourt,08409,Sedan,00,08,44
08496,Wagnon,08362,Rethel,00,08,44
08497,Warcq,08105,Charleville-Mézières,00,08,44
08498,Warnécourt,08105,Charleville-Mézières,00,08,44
08499,Wasigny,08362,Rethel,00,08,44
08500,Wignicourt,08105,Charleville-Mézières,00,08,44
08501,Williers,08090,Carignan,00,08,44
08502,Yoncq,08409,Sedan,00,08,44
08503,Yvernaumont,08105,Charleville-Mézières,00,08,44
09001,Aigues-Juntes,31107,Carbonne,00,09,76
09002,Aigues-Vives,09160,Lavelanet,00,09,76
09003,L'Aiguillon,09160,Lavelanet,00,09,76
09004,Albiès,09306,Tarascon-sur-Ariège,00,09,76
09005,Aleu,09261,Saint-Girons,00,09,76
09006,Alliat,09306,Tarascon-sur-Ariège,00,09,76
09007,Allières,09122,Foix,00,09,76
09008,Alos,09261,Saint-Girons,00,09,76
09009,Alzen,09122,Foix,00,09,76
09011,Antras,09261,Saint-Girons,00,09,76
09012,Appy,09306,Tarascon-sur-Ariège,00,09,76
09013,Arabaux,09122,Foix,00,09,76
09014,Argein,09261,Saint-Girons,00,09,76
09015,Arignac,09306,Tarascon-sur-Ariège,00,09,76
09016,Arnave,09306,Tarascon-sur-Ariège,00,09,76
09017,Arrien-en-Bethmale,09261,Saint-Girons,00,09,76
09018,Arrout,09261,Saint-Girons,00,09,76
09019,Artigat,09225,Pamiers,00,09,76
09020,Artigues,66124,Font-Romeu-Odeillo-Via,00,09,76
09021,Artix,09225,Pamiers,00,09,76
09022,Arvigna,09225,Pamiers,00,09,76
09023,Ascou,09306,Tarascon-sur-Ariège,00,09,76
09024,Aston,09306,Tarascon-sur-Ariège,00,09,76
09025,Aucazein,09261,Saint-Girons,00,09,76
09026,Audressein,09261,Saint-Girons,00,09,76
09027,Augirein,09261,Saint-Girons,00,09,76
09029,Aulus-les-Bains,09261,Saint-Girons,00,09,76
09030,Auzat,09306,Tarascon-sur-Ariège,00,09,76
09031,Axiat,09306,Tarascon-sur-Ariège,00,09,76
09032,Ax-les-Thermes,09306,Tarascon-sur-Ariège,00,09,76
09033,Bagert,09261,Saint-Girons,00,09,76
09034,Balacet,09261,Saint-Girons,00,09,76
09035,Balaguères,09261,Saint-Girons,00,09,76
09037,Barjac,09261,Saint-Girons,00,09,76
09038,La Bastide-de-Besplas,31107,Carbonne,00,09,76
09039,La Bastide-de-Bousignac,09194,Mirepoix,00,09,76
09040,La Bastide-de-Lordat,09225,Pamiers,00,09,76
09041,La Bastide-du-Salat,31523,Salies-du-Salat,00,09,76
09042,La Bastide-de-Sérou,09122,Foix,00,09,76
09043,La Bastide-sur-l'Hers,09160,Lavelanet,00,09,76
09044,Baulou,09122,Foix,00,09,76
09045,Bédeilhac-et-Aynat,09306,Tarascon-sur-Ariège,00,09,76
09046,Bédeille,09261,Saint-Girons,00,09,76
09047,Bélesta,09160,Lavelanet,00,09,76
09048,Belloc,09160,Lavelanet,00,09,76
09049,Bénac,09122,Foix,00,09,76
09050,Benagues,09225,Pamiers,00,09,76
09051,Bénaix,09160,Lavelanet,00,09,76
09052,Besset,09194,Mirepoix,00,09,76
09053,Bestiac,09306,Tarascon-sur-Ariège,00,09,76
09054,Betchat,31523,Salies-du-Salat,00,09,76
09055,Bethmale,09261,Saint-Girons,00,09,76
09056,Bézac,09225,Pamiers,00,09,76
09057,Biert,09261,Saint-Girons,00,09,76
09058,Bompas,09306,Tarascon-sur-Ariège,00,09,76
09059,Bonac-Irazein,09261,Saint-Girons,00,09,76
09060,Bonnac,09225,Pamiers,00,09,76
09061,Les Bordes-sur-Arize,31107,Carbonne,00,09,76
09062,Bordes-Uchentein,09261,Saint-Girons,00,09,76
09063,Le Bosc,09122,Foix,00,09,76
09064,Bouan,09306,Tarascon-sur-Ariège,00,09,76
09065,Boussenac,09261,Saint-Girons,00,09,76
09066,Brassac,09122,Foix,00,09,76
09067,Brie,09282,Saverdun,00,09,76
09068,Burret,09122,Foix,00,09,76
09069,Buzan,09261,Saint-Girons,00,09,76
09070,Les Cabannes,09306,Tarascon-sur-Ariège,00,09,76
09071,Cadarcet,09122,Foix,00,09,76
09072,Calzan,09225,Pamiers,00,09,76
09073,Camarade,09261,Saint-Girons,00,09,76
09074,Camon,09160,Lavelanet,00,09,76
09075,Campagne-sur-Arize,31107,Carbonne,00,09,76
09076,Canté,09282,Saverdun,00,09,76
09077,Capoulet-et-Junac,09306,Tarascon-sur-Ariège,00,09,76
09078,Carcanières,66124,Font-Romeu-Odeillo-Via,00,09,76
09079,Carla-Bayle,09167,Lézat-sur-Lèze,00,09,76
09080,Carla-de-Roquefort,09160,Lavelanet,00,09,76
09081,Le Carlaret,09225,Pamiers,00,09,76
09082,Castelnau-Durban,09261,Saint-Girons,00,09,76
09083,Castéras,09225,Pamiers,00,09,76
09084,Castex,31107,Carbonne,00,09,76
09085,Castillon-en-Couserans,09261,Saint-Girons,00,09,76
09086,Caumont,09261,Saint-Girons,00,09,76
09087,Caussou,09306,Tarascon-sur-Ariège,00,09,76
09088,Caychax-et-Senconac,09306,Tarascon-sur-Ariège,00,09,76
09089,Cazals-des-Baylès,09194,Mirepoix,00,09,76
09090,Cazaux,09225,Pamiers,00,09,76
09091,Cazavet,09261,Saint-Girons,00,09,76
09092,Cazenave-Serres-et-Allens,09306,Tarascon-sur-Ariège,00,09,76
09093,Celles,09122,Foix,00,09,76
09094,Cérizols,31523,Salies-du-Salat,00,09,76
09095,Cescau,09261,Saint-Girons,00,09,76
09096,Château-Verdun,09306,Tarascon-sur-Ariège,00,09,76
09097,Clermont,09261,Saint-Girons,00,09,76
09098,Contrazy,09261,Saint-Girons,00,09,76
09099,Cos,09122,Foix,00,09,76
09100,Couflens,09261,Saint-Girons,00,09,76
09101,Coussa,09225,Pamiers,00,09,76
09102,Coutens,09194,Mirepoix,00,09,76
09103,Crampagna,09225,Pamiers,00,09,76
09104,Dalou,09225,Pamiers,00,09,76
09105,Daumazan-sur-Arize,31107,Carbonne,00,09,76
09106,Dreuilhe,09160,Lavelanet,00,09,76
09107,Dun,09194,Mirepoix,00,09,76
09108,Durban-sur-Arize,09261,Saint-Girons,00,09,76
09109,Durfort,09167,Lézat-sur-Lèze,00,09,76
09110,Encourtiech,09261,Saint-Girons,00,09,76
09111,Engomer,09261,Saint-Girons,00,09,76
09113,Ercé,09261,Saint-Girons,00,09,76
09114,Erp,09261,Saint-Girons,00,09,76
09115,Esclagne,09160,Lavelanet,00,09,76
09116,Escosse,09225,Pamiers,00,09,76
09117,Esplas,09282,Saverdun,00,09,76
09118,Esplas-de-Sérou,09261,Saint-Girons,00,09,76
09119,Eycheil,09261,Saint-Girons,00,09,76
09120,Fabas,31135,Cazères,00,09,76
09121,Ferrières-sur-Ariège,09122,Foix,00,09,76
09122,Foix,09122,Foix,20,09,76
09123,Fornex,31107,Carbonne,00,09,76
09124,Le Fossat,09167,Lézat-sur-Lèze,00,09,76
09125,Fougax-et-Barrineuf,09160,Lavelanet,00,09,76
09126,Freychenet,09160,Lavelanet,00,09,76
09127,Gabre,31107,Carbonne,00,09,76
09128,Gajan,09261,Saint-Girons,00,09,76
09129,Galey,09261,Saint-Girons,00,09,76
09130,Ganac,09122,Foix,00,09,76
09131,Garanou,09306,Tarascon-sur-Ariège,00,09,76
09132,Gaudiès,09185,Mazères,00,09,76
09133,Génat,09306,Tarascon-sur-Ariège,00,09,76
09134,Gestiès,09306,Tarascon-sur-Ariège,00,09,76
09136,Gourbit,09306,Tarascon-sur-Ariège,00,09,76
09137,Gudas,09225,Pamiers,00,09,76
09138,L'Herm,09122,Foix,00,09,76
09139,L'Hospitalet-près-l'Andorre,09306,Tarascon-sur-Ariège,00,09,76
09140,Ignaux,09306,Tarascon-sur-Ariège,00,09,76
09141,Illartein,09261,Saint-Girons,00,09,76
09142,Ilhat,09160,Lavelanet,00,09,76
09143,Illier-et-Laramade,09306,Tarascon-sur-Ariège,00,09,76
09145,Les Issards,09225,Pamiers,00,09,76
09146,Justiniac,09282,Saverdun,00,09,76
09147,Labatut,09282,Saverdun,00,09,76
09148,Lacave,09261,Saint-Girons,00,09,76
09149,Lacourt,09261,Saint-Girons,00,09,76
09150,Lagarde,09194,Mirepoix,00,09,76
09151,Lanoux,09225,Pamiers,00,09,76
09152,Lapège,09306,Tarascon-sur-Ariège,00,09,76
09153,Lapenne,09225,Pamiers,00,09,76
09154,Larbont,09122,Foix,00,09,76
09155,Larcat,09306,Tarascon-sur-Ariège,00,09,76
09156,Larnat,09306,Tarascon-sur-Ariège,00,09,76
09157,Laroque-d'Olmes,09160,Lavelanet,00,09,76
09158,Lasserre,09261,Saint-Girons,00,09,76
09159,Lassur,09306,Tarascon-sur-Ariège,00,09,76
09160,Lavelanet,09160,Lavelanet,20,09,76
09161,Léran,09160,Lavelanet,00,09,76
09162,Lercoul,09306,Tarascon-sur-Ariège,00,09,76
09163,Lescousse,09225,Pamiers,00,09,76
09164,Lescure,09261,Saint-Girons,00,09,76
09165,Lesparrou,09160,Lavelanet,00,09,76
09166,Leychert,09160,Lavelanet,00,09,76
09167,Lézat-sur-Lèze,09167,Lézat-sur-Lèze,20,09,76
09168,Lieurac,09160,Lavelanet,00,09,76
09169,Limbrassac,09160,Lavelanet,00,09,76
09170,Lissac,31033,Auterive,00,09,76
09171,Lordat,09306,Tarascon-sur-Ariège,00,09,76
09172,Loubaut,31107,Carbonne,00,09,76
09173,Loubens,09225,Pamiers,00,09,76
09174,Loubières,09225,Pamiers,00,09,76
09175,Ludiès,09225,Pamiers,00,09,76
09176,Luzenac,09306,Tarascon-sur-Ariège,00,09,76
09177,Madière,09225,Pamiers,00,09,76
09178,Malegoude,09194,Mirepoix,00,09,76
09179,Malléon,09225,Pamiers,00,09,76
09180,Manses,09194,Mirepoix,00,09,76
09181,Le Mas-d'Azil,31107,Carbonne,00,09,76
09182,Massat,09261,Saint-Girons,00,09,76
09183,Mauvezin-de-Prat,09261,Saint-Girons,00,09,76
09184,Mauvezin-de-Sainte-Croix,09261,Saint-Girons,00,09,76
09185,Mazères,09185,Mazères,20,09,76
09186,Méras,31107,Carbonne,00,09,76
09187,Mercenac,09261,Saint-Girons,00,09,76
09188,Mercus-Garrabet,09306,Tarascon-sur-Ariège,00,09,76
09189,Mérens-les-Vals,09306,Tarascon-sur-Ariège,00,09,76
09190,Mérigon,09261,Saint-Girons,00,09,76
09192,Miglos,09306,Tarascon-sur-Ariège,00,09,76
09193,Mijanès,11304,Quillan,00,09,76
09194,Mirepoix,09194,Mirepoix,20,09,76
09195,Monesple,09225,Pamiers,00,09,76
09196,Montagagne,09122,Foix,00,09,76
09197,Montaillou,09306,Tarascon-sur-Ariège,00,09,76
09198,Montardit,09261,Saint-Girons,00,09,76
09199,Montaut,09225,Pamiers,00,09,76
09200,Montbel,09160,Lavelanet,00,09,76
09201,Montégut-en-Couserans,09261,Saint-Girons,00,09,76
09202,Montégut-Plantaurel,09225,Pamiers,00,09,76
09203,Montels,09122,Foix,00,09,76
09204,Montesquieu-Avantès,09261,Saint-Girons,00,09,76
09205,Montfa,31107,Carbonne,00,09,76
09206,Montferrier,09160,Lavelanet,00,09,76
09207,Montgailhard,09122,Foix,00,09,76
09208,Montgauch,09261,Saint-Girons,00,09,76
09209,Montjoie-en-Couserans,09261,Saint-Girons,00,09,76
09210,Montoulieu,09122,Foix,00,09,76
09211,Montségur,09160,Lavelanet,00,09,76
09212,Montseron,09261,Saint-Girons,00,09,76
09213,Moulin-Neuf,09194,Mirepoix,00,09,76
09214,Moulis,09261,Saint-Girons,00,09,76
09215,Nalzen,09160,Lavelanet,00,09,76
09216,Nescus,09122,Foix,00,09,76
09217,Niaux,09306,Tarascon-sur-Ariège,00,09,76
09218,Orgeix,09306,Tarascon-sur-Ariège,00,09,76
09219,Orgibet,09261,Saint-Girons,00,09,76
09220,Orlu,09306,Tarascon-sur-Ariège,00,09,76
09221,Ornolac-Ussat-les-Bains,09306,Tarascon-sur-Ariège,00,09,76
09222,Orus,09306,Tarascon-sur-Ariège,00,09,76
09223,Oust,09261,Saint-Girons,00,09,76
09224,Pailhès,09225,Pamiers,00,09,76
09225,Pamiers,09225,Pamiers,20,09,76
09226,Pech,09306,Tarascon-sur-Ariège,00,09,76
09227,Péreille,09160,Lavelanet,00,09,76
09228,Perles-et-Castelet,09306,Tarascon-sur-Ariège,00,09,76
09229,Le Peyrat,09160,Lavelanet,00,09,76
09230,Le Pla,66124,Font-Romeu-Odeillo-Via,00,09,76
09231,Le Port,09261,Saint-Girons,00,09,76
09232,Prades,09306,Tarascon-sur-Ariège,00,09,76
09233,Pradettes,09160,Lavelanet,00,09,76
09234,Pradières,09122,Foix,00,09,76
09235,Prat-Bonrepaux,09261,Saint-Girons,00,09,76
09236,Prayols,09122,Foix,00,09,76
09237,Le Puch,66124,Font-Romeu-Odeillo-Via,00,09,76
09238,Les Pujols,09225,Pamiers,00,09,76
09239,Quérigut,66124,Font-Romeu-Odeillo-Via,00,09,76
09240,Quié,09306,Tarascon-sur-Ariège,00,09,76
09241,Rabat-les-Trois-Seigneurs,09306,Tarascon-sur-Ariège,00,09,76
09242,Raissac,09160,Lavelanet,00,09,76
09243,Régat,09160,Lavelanet,00,09,76
09244,Rieucros,09225,Pamiers,00,09,76
09245,Rieux-de-Pelleport,09225,Pamiers,00,09,76
09246,Rimont,09261,Saint-Girons,00,09,76
09247,Rivèrenert,09261,Saint-Girons,00,09,76
09249,Roquefixade,09160,Lavelanet,00,09,76
09250,Roquefort-les-Cascades,09160,Lavelanet,00,09,76
09251,Roumengoux,09194,Mirepoix,00,09,76
09252,Rouze,11304,Quillan,00,09,76
09253,Sabarat,31107,Carbonne,00,09,76
09254,Saint-Amadou,09225,Pamiers,00,09,76
09256,Saint-Bauzeil,09225,Pamiers,00,09,76
09257,Sainte-Croix-Volvestre,31135,Cazères,00,09,76
09258,Saint-Félix-de-Rieutord,09225,Pamiers,00,09,76
09259,Saint-Félix-de-Tournegat,09225,Pamiers,00,09,76
09260,Sainte-Foi,09194,Mirepoix,00,09,76
09261,Saint-Girons,09261,Saint-Girons,20,09,76
09262,Saint-Jean-d'Aigues-Vives,09160,Lavelanet,00,09,76
09263,Saint-Jean-du-Castillonnais,09261,Saint-Girons,00,09,76
09264,Saint-Jean-de-Verges,09225,Pamiers,00,09,76
09265,Saint-Jean-du-Falga,09225,Pamiers,20,09,76
09266,Saint-Julien-de-Gras-Capou,09194,Mirepoix,00,09,76
09267,Saint-Lary,09261,Saint-Girons,00,09,76
09268,Saint-Lizier,09261,Saint-Girons,00,09,76
09269,Saint-Martin-de-Caralp,09122,Foix,00,09,76
09270,Saint-Martin-d'Oydes,09225,Pamiers,00,09,76
09271,Saint-Michel,09225,Pamiers,00,09,76
09272,Saint-Paul-de-Jarrat,09122,Foix,00,09,76
09273,Saint-Pierre-de-Rivière,09122,Foix,00,09,76
09274,Saint-Quentin-la-Tour,09194,Mirepoix,00,09,76
09275,Saint-Quirc,31033,Auterive,00,09,76
09276,Saint-Victor-Rouzaud,09225,Pamiers,00,09,76
09277,Saint-Ybars,09167,Lézat-sur-Lèze,00,09,76
09279,Salsein,09261,Saint-Girons,00,09,76
09280,Saurat,09306,Tarascon-sur-Ariège,00,09,76
09281,Sautel,09160,Lavelanet,00,09,76
09282,Saverdun,09282,Saverdun,20,09,76
09283,Savignac-les-Ormeaux,09306,Tarascon-sur-Ariège,00,09,76
09284,Ségura,09225,Pamiers,00,09,76
09285,Seix,09261,Saint-Girons,00,09,76
09289,Lorp-Sentaraille,09261,Saint-Girons,00,09,76
09290,Sentein,09261,Saint-Girons,00,09,76
09291,Sentenac-d'Oust,09261,Saint-Girons,00,09,76
09292,Sentenac-de-Sérou,09122,Foix,00,09,76
09293,Serres-sur-Arget,09122,Foix,00,09,76
09294,Sieuras,09167,Lézat-sur-Lèze,00,09,76
09295,Siguer,09306,Tarascon-sur-Ariège,00,09,76
09296,Aulos-Sinsat,09306,Tarascon-sur-Ariège,00,09,76
09297,Sor,09261,Saint-Girons,00,09,76
09298,Sorgeat,09306,Tarascon-sur-Ariège,00,09,76
09299,Soueix-Rogalle,09261,Saint-Girons,00,09,76
09300,Soula,09122,Foix,00,09,76
09301,Soulan,09261,Saint-Girons,00,09,76
09303,Surba,09306,Tarascon-sur-Ariège,00,09,76
09304,Suzan,09122,Foix,00,09,76
09305,Tabre,09160,Lavelanet,00,09,76
09306,Tarascon-sur-Ariège,09306,Tarascon-sur-Ariège,20,09,76
09307,Taurignan-Castet,09261,Saint-Girons,00,09,76
09308,Taurignan-Vieux,09261,Saint-Girons,00,09,76
09309,Teilhet,09194,Mirepoix,00,09,76
09310,Thouars-sur-Arize,31107,Carbonne,00,09,76
09311,Tignac,09306,Tarascon-sur-Ariège,00,09,76
09312,La Tour-du-Crieu,09225,Pamiers,00,09,76
09313,Tourtouse,09261,Saint-Girons,00,09,76
09314,Tourtrol,09194,Mirepoix,00,09,76
09315,Trémoulet,09225,Pamiers,00,09,76
09316,Troye-d'Ariège,09160,Lavelanet,00,09,76
09318,Unac,09306,Tarascon-sur-Ariège,00,09,76
09319,Unzent,09225,Pamiers,00,09,76
09320,Urs,09306,Tarascon-sur-Ariège,00,09,76
09321,Ussat,09306,Tarascon-sur-Ariège,00,09,76
09322,Ustou,09261,Saint-Girons,00,09,76
09323,Vals,09225,Pamiers,00,09,76
09324,Varilhes,09225,Pamiers,20,09,76
09325,Vaychis,09306,Tarascon-sur-Ariège,00,09,76
09326,Vèbre,09306,Tarascon-sur-Ariège,00,09,76
09327,Ventenac,09225,Pamiers,00,09,76
09328,Verdun,09306,Tarascon-sur-Ariège,00,09,76
09329,Vernajoul,09122,Foix,00,09,76
09330,Vernaux,09306,Tarascon-sur-Ariège,00,09,76
09331,Le Vernet,09225,Pamiers,00,09,76
09332,Verniolle,09225,Pamiers,00,09,76
09334,Val-de-Sos,09306,Tarascon-sur-Ariège,00,09,76
09335,Villeneuve,09261,Saint-Girons,00,09,76
09336,Villeneuve-d'Olmes,09160,Lavelanet,00,09,76
09338,Villeneuve-du-Latou,09167,Lézat-sur-Lèze,00,09,76
09339,Villeneuve-du-Paréage,09225,Pamiers,00,09,76
09340,Vira,09225,Pamiers,00,09,76
09341,Viviès,09194,Mirepoix,00,09,76
09342,Sainte-Suzanne,09167,Lézat-sur-Lèze,00,09,76
10002,Ailleville,10033,Bar-sur-Aube,00,10,44
10003,Aix-Villemaur-Pâlis,10003,Aix-Villemaur-Pâlis,20,10,44
10004,Allibaudières,10006,Arcis-sur-Aube,00,10,44
10005,Amance,10064,Brienne-le-Château,00,10,44
10006,Arcis-sur-Aube,10006,Arcis-sur-Aube,20,10,44
10007,Arconville,10033,Bar-sur-Aube,00,10,44
10008,Argançon,10033,Bar-sur-Aube,00,10,44
10009,Arrelles,10034,Bar-sur-Seine,00,10,44
10010,Arrembécourt,51649,Vitry-le-François,00,10,44
10011,Arrentières,10033,Bar-sur-Aube,00,10,44
10012,Arsonval,10033,Bar-sur-Aube,00,10,44
10013,Assenay,10387,Troyes,00,10,44
10014,Assencières,10387,Troyes,00,10,44
10015,Aubeterre,10387,Troyes,00,10,44
